chr	start	end	length	nCG	meanMethy1	meanMethy2	diff.Methy	areaStat	annotation	in_te	nearest_gene
chr30	21747732	21748187	456	14	0.478825910780972	0.661695125830885	-0.182869215049914	-58.6594491814742	Intergenic	TRUE	XLOC_034041U_lncRNA
chr4	51823405	51823683	279	12	0.189973150199727	0.527182987225868	-0.337209837026141	-58.2059942285682	Intergenic	TRUE	LOC_00003973
chr24	4174507	4174824	318	10	0.266047237887448	0.617225662454587	-0.351178424567139	-58.1823862715288	Intron	FALSE	XLOC_029058U_lncRNA
chr2	36428298	36428595	298	10	0.351729424404727	0.626965177157882	-0.275235752753155	-57.9199888695576	Exon	TRUE	LOC_00013536
chr4	46210160	46210386	227	13	0.313886766435141	0.122307080437396	0.191579685997745	57.8843702814652	Intron	TRUE	LOC_00003905
chr25	24194273	24194667	395	11	0.414435525633855	0.720280654535266	-0.305845128901411	-57.702407980584	Intergenic	TRUE	LOC_00004630
chr21	46024132	46024790	659	13	0.377844579326487	0.230613717876757	0.14723086144973	57.4136512359006	Intergenic	FALSE	LOC_00012974
chr5	53914105	53914666	562	11	0.437062950705166	0.72404996295424	-0.286987012249073	-57.2951407263758	Intergenic	FALSE	LOC_00015802
chr3	54498101	54498365	265	10	0.248047054732095	0.0267700111488719	0.221277043583223	57.1998652734424	Intron	TRUE	LOC_00018820
chr10	40206555	40206863	309	14	0.412667464584936	0.633219589946364	-0.220552125361427	-57.1989674185962	Intron	TRUE	LOC_00017333
chr2	31681581	31681777	197	13	0.336169546038977	0.111922680437924	0.224246865601053	57.1757163997181	Intron	FALSE	LOC_00013459
chr3	40186240	40186520	281	12	0.178258129209434	0.01181724280274	0.166440886406694	57.0650595750888	Intergenic	TRUE	LOC_00018580
chr27	16637419	16637864	446	9	0.149054895748304	0.477468281087408	-0.328413385339104	-56.9307796918956	Intron	TRUE	LOC_00024978
chr26	6539023	6539409	387	13	0.372291718782778	0.638452010264645	-0.266160291481866	-56.762877004767	Intron	FALSE	LOC_00017725
chr13	21830174	21830582	409	13	0.638474751774444	0.386012951640879	0.252461800133565	56.6404848880793	Intron	TRUE	LOC_00010199
chr29	10626286	10626558	273	13	0.361785729956341	0.565786466653409	-0.204000736697068	-56.5987074021356	Intron	TRUE	LOC_00019199
chr16	43744228	43744411	184	13	0.440003315740426	0.221533082368475	0.218470233371951	56.5200214873573	Intron	FALSE	LOC_00005379
chr11	31951388	31951616	229	11	0.383877208938683	0.6012530599184	-0.217375850979717	-56.4218556422096	Intergenic	FALSE	LOC_00022877
chr22	20318414	20318969	556	9	0.273048712908963	0.597419105821474	-0.324370392912511	-56.3720340126032	Intron	TRUE	LOC_00008491
chr18	48913818	48914186	369	10	0.434836105632538	0.120856106939791	0.313979998692747	55.9947536135277	Intergenic	FALSE	LOC_00021242
chr2	426489	426710	222	10	0.0591886749961447	0.316619263864673	-0.257430588868528	-55.8517001523438	Intron	FALSE	LOC_00013086
chr1	3113516	3113679	164	11	0.195431651518464	0.00628339535462589	0.189148256163838	55.2278118021828	Intron	FALSE	LOC_00005619
chr28	34213855	34214123	269	13	0.676078695208601	0.423979083080729	0.252099612127872	55.1728721169004	Intergenic	TRUE	LOC_00020614
chr15	21729016	21729213	198	10	0.273818167647285	0.0925992574699188	0.181218910177366	55.142826488224	Intergenic	TRUE	LOC_00011854
chr27	6722735	6723081	347	9	0.163011903511366	0.449062485088678	-0.286050581577313	-55.000150905228	Exon	TRUE	LOC_00024828
chr3	50953466	50953711	246	12	0.724212402652911	0.517802292012757	0.206410110640153	54.9706996140915	Intron	TRUE	LOC_00018763
chr3	55315146	55315605	460	10	0.263547665360317	0.600865596001209	-0.337317930640893	-54.9616704896763	Intergenic	TRUE	LOC_00018834
chr17	43510917	43511182	266	9	0.165173697369064	0.521326408796084	-0.35615271142702	-54.9203940794796	Exon	FALSE	LOC_00020000
chr17	33474862	33475365	504	9	0.243119564930281	0.0130823501114812	0.2300372148188	54.8737301743579	Intergenic	TRUE	LOC_00019856
chr21	33860473	33860843	371	10	0.223633891939394	0.0303000783671688	0.193333813572225	54.7985963489971	Intergenic	TRUE	LOC_00012839
chr2	52136519	52137099	581	10	0.417445319994335	0.725897163500243	-0.308451843505908	-54.7544392416766	Promoter	TRUE	LOC_00013787
chr21	5373470	5373607	138	11	0.203887378841438	0.0497217796482515	0.154165599193187	54.7440481612382	Intron	TRUE	LOC_00012416
chr9	30890822	30891048	227	11	0.195254528894317	0.025331573599576	0.169922955294741	54.6231498518977	Intergenic	FALSE	LOC_00000451
chr22	21216908	21217254	347	11	0.182577104910951	0.404169790041096	-0.221592685130145	-54.1992492814281	Intergenic	TRUE	LOC_00008523
chr18	28707289	28707404	116	8	0.476273908466002	0.135172240683294	0.341101667782708	54.0987621009708	Intron	TRUE	LOC_00021017
chr20	14925814	14926123	310	9	0.0620002840059257	0.36488722209894	-0.302886938093015	-54.0033141472362	Intron	TRUE	LOC_00014484
chr9	31161361	31162002	642	11	0.271649216538357	0.622795488483505	-0.351146271945148	-53.9481841010036	Intron	FALSE	LOC_00000455
chr8	49798145	49798709	565	11	0.0889508098829986	0.349155966997322	-0.260205157114323	-53.8597092534707	Intron	TRUE	LOC_00024526
chr4	22336194	22336514	321	10	0.2924377274296	0.0703653595786235	0.222072367850976	53.690172054962	Intergenic	TRUE	LOC_00003581
chr28	14939573	14939848	276	10	0.693418753689189	0.426764629089955	0.266654124599234	53.6458270233718	Intron	FALSE	LOC_00020254
chr20	29368194	29368279	86	7	0.528375995928731	0.088140274030909	0.440235721897822	53.5209330003699	Intron	TRUE	LOC_00014662
chr4	7079480	7079865	386	11	0.652847286088162	0.350332095448278	0.302515190639884	53.4432991676007	Promoter	FALSE	XLOC_035297U_lncRNA
chr7	16480971	16481339	369	11	0.656445836522105	0.860355215196375	-0.203909378674269	-53.4350273911017	Intergenic	FALSE	LOC_00002523
chr12	19726769	19727063	295	10	0.18161784876037	0.00800580290680064	0.173612045853569	53.4148947269767	Exon	FALSE	LOC_00025440
chr2	45527605	45527792	188	10	0.256329036548292	0.0608663260116532	0.195462710536639	53.3721863881853	Intron	TRUE	LOC_00013697
chr9	35232129	35232650	522	9	0.357536759034207	0.0686597952199653	0.288876963814242	53.3559427953418	Intergenic	FALSE	LOC_00000487
chr7	26463630	26463940	311	12	0.378162627033537	0.613605489878059	-0.235442862844522	-53.3071238157523	Intergenic	TRUE	LOC_00002667
chr17	49954598	49954856	259	10	0.441864134329853	0.219834439226167	0.222029695103686	53.2033557380327	Intergenic	FALSE	XLOC_021772U_lncRNA
chr9	60165332	60165654	323	9	0.348629325981605	0.611829338834636	-0.263200012853031	-53.0543450171135	Intron	FALSE	LOC_00000827
chr11	47155935	47156166	232	10	0.465077790507673	0.254041652749024	0.211036137758649	52.9969227321906	Intergenic	FALSE	LOC_00023088
chr21	14386282	14386572	291	11	0.366775813250508	0.616015712430651	-0.249239899180142	-52.9724032201803	Intergenic	TRUE	LOC_00012522
chr7	46338310	46338592	283	10	0.541923833574827	0.30252374356139	0.239400090013436	52.8442600002695	Intron	FALSE	LOC_00002910
chr20	23433640	23434095	456	10	0.553690786738587	0.283346407629219	0.270344379109368	52.7977614733122	Intergenic	TRUE	LOC_00014592
chr12	41969686	41969970	285	9	0.154600797198495	0.459122133909974	-0.304521336711479	-52.7235745594836	Intron	FALSE	LOC_00025764
chr28	23288094	23288250	157	12	0.474558126808326	0.294883154628588	0.179674972179738	52.7166462632537	Intergenic	FALSE	LOC_00020423
chr8	38336048	38336303	256	8	0.126026063378922	0.408868756713366	-0.282842693334444	-52.4827354142091	Intergenic	TRUE	LOC_00024385
chr16	29950092	29950165	74	9	0.889000014777259	0.723010602989719	0.16598941178754	52.4412859937374	Intron	TRUE	LOC_00005244
chr4	53206937	53207104	168	9	0.165257053364116	0.00801232302105757	0.157244730343058	52.285103346942	Exon	TRUE	LOC_00004005
chr22	36249018	36249515	498	11	0.695818525499569	0.42002778565673	0.275790739842839	52.2729777457857	Intergenic	TRUE	LOC_00008806
chr22	35867499	35867788	290	9	0.39755411720964	0.659219238716865	-0.261665121507225	-52.2513186235272	Intron	FALSE	LOC_00008803
chr9	12084060	12084304	245	12	0.447266236855742	0.172818563798007	0.274447673057735	52.1912400383467	Exon	FALSE	LOC_00000187
chr1	105810331	105810506	176	10	0.230454445555494	0.0663361873677018	0.164118258187792	52.1480247959707	Promoter	TRUE	LOC_00006999
chr15	24846056	24846226	171	9	0.0959714172866001	0.292911823598589	-0.196940406311989	-52.0431902521624	Intron	TRUE	LOC_00011899
chr15	959000	959295	296	12	0.735369498602187	0.907592270316492	-0.172222771714305	-52.0255441382983	Exon	TRUE	LOC_00011698
chr27	878649	878984	336	12	0.490365626608914	0.704310776761339	-0.213945150152425	-51.9649384681813	Intron	FALSE	LOC_00024746
chr14	39731978	39732185	208	11	0.0610526215864382	0.234195364671079	-0.173142743084641	-51.9622527642127	Intron	FALSE	LOC_00009538
chr1	121582486	121582701	216	9	0.311470615167947	0.0578716474448768	0.25359896772307	51.7942436307445	Intron	FALSE	LOC_00007173
chr6	13452718	13453158	441	12	0.31048759280137	0.57691846096612	-0.26643086816475	-51.6532218309782	Exon	TRUE	LOC_00007427
chr2	54804241	54804441	201	11	0.609257262908811	0.817435037900333	-0.208177774991521	-51.5830520171642	Intron	FALSE	LOC_00013823
chr20	26035598	26035834	237	10	0.20602517576132	0.00774658195918413	0.198278593802136	51.5593290664455	Intergenic	FALSE	LOC_00014630
chr11	32353166	32353781	616	10	0.406781898631969	0.121679084847533	0.285102813784436	51.5519832085085	Intron	TRUE	LOC_00022883
chr7	2967808	2967982	175	13	0.36671550828531	0.0959139521458647	0.270801556139446	51.4987922559827	Intron	TRUE	LOC_00002341
chr12	45629980	45630389	410	11	0.375726877754671	0.134421847441829	0.241305030312841	51.316576391875	Intron	TRUE	LOC_00025814
chr13	3555094	3555340	247	9	0.181823240193527	0.0199206932336915	0.161902546959835	51.2964744992306	Promoter	TRUE	LOC_00009909
chr10	46954055	46954362	308	8	0.480058179823289	0.178990631215695	0.301067548607594	51.0278876910675	Intron	TRUE	LOC_00017421
chr15	3557444	3557703	260	9	0.525816535015897	0.181767060169521	0.344049474846376	50.8335525798301	Intergenic	TRUE	LOC_00011709
chr6	53113429	53113685	257	11	0.60523946170426	0.378480806084979	0.226758655619281	50.6763362726544	Intergenic	TRUE	LOC_00007943
chr4	6661052	6661403	352	9	0.542107452478372	0.220401146085553	0.321706306392819	50.667794932044	Intron	TRUE	LOC_00003319
chr22	8963724	8963909	186	12	0.82617203104053	0.622621928697964	0.203550102342566	50.6608430353745	Intron	TRUE	LOC_00008378
chr4	70529979	70530402	424	9	0.445910864546217	0.708506637186576	-0.262595772640359	-50.5624621477883	Intron	FALSE	LOC_00004244
chr28	29323883	29324107	225	11	0.033237023884282	0.20458874864136	-0.171351724757078	-50.2947866566218	Intergenic	FALSE	LOC_00020532
chr8	49868549	49868974	426	10	0.175249892240541	0.393173031549203	-0.217923139308662	-50.2905956255745	Exon	FALSE	XLOC_040603U_lncRNA
chr31	2833863	2834084	222	11	0.616371305091101	0.830584462834617	-0.214213157743516	-50.2589796218675	Intron	TRUE	LOC_00010757
chr12	18309984	18310190	207	10	0.274488706897467	0.0910751749748373	0.18341353192263	50.2237568735154	Intergenic	TRUE	LOC_00025425
chr5	22399323	22399548	226	6	0.335823479223282	0.635011496963775	-0.299188017740493	-50.1743812814223	Intron	TRUE	LOC_00015242
chr11	14302671	14302959	289	12	0.420167909956315	0.210250996094435	0.20991691386188	50.0657395164586	Intron	FALSE	LOC_00022672
chr4	23996837	23997053	217	13	0.531705521707578	0.743588859976254	-0.211883338268676	-49.9545874533209	Exon	TRUE	LOC_00003619
chr31	21178011	21178436	426	9	0.346917016798289	0.0844530298118514	0.262463986986438	49.896842366147	Intergenic	TRUE	LOC_00011002
chr14	19872844	19873241	398	10	0.346783505771012	0.641061622321751	-0.294278116550738	-49.8572961409874	Intergenic	TRUE	LOC_00009255
chr18	13248618	13248773	156	13	0.510470152699814	0.690851651957311	-0.180381499257497	-49.8295744395374	Intergenic	FALSE	LOC_00020834
chr6	78794542	78794688	147	11	0.189902252898434	0.391885311248477	-0.201983058350043	-49.6212897735649	Intergenic	TRUE	LOC_00008314
chr26	1012766	1012982	217	11	0.279420266357	0.076861892713168	0.202558373643832	49.5797271805154	Intergenic	TRUE	LOC_00017643
chr22	11023405	11023704	300	11	0.363507938170423	0.616912958093906	-0.253405019923484	-49.5408231824687	Intron	TRUE	LOC_00008403
chr10	51749569	51749855	287	10	0.396352697099652	0.164533461055115	0.231819236044537	49.4909767556683	Promoter	TRUE	LOC_00017516
chr25	4805086	4805326	241	12	0.246353400859153	0.440941003650586	-0.194587602791432	-49.4321795986407	Exon	TRUE	LOC_00004351
chr25	36366629	36366950	322	11	0.550896396249432	0.759346323083373	-0.208449926833941	-49.419074801178	Intergenic	FALSE	LOC_00004756
chr2	53032333	53032555	223	10	0.174263127180428	0.428566234301666	-0.254303107121238	-49.2600011283488	Intergenic	TRUE	LOC_00013798
chr1	29483020	29483299	280	10	0.550568637102742	0.270771586540437	0.279797050562305	49.1860966780946	Intron	FALSE	LOC_00005977
chr20	464235	464471	237	9	0.124807473328438	0.345566970919213	-0.220759497590775	-49.0876981916499	Intron	FALSE	LOC_00014303
chr7	13678657	13678849	193	11	0.426711752782459	0.211392978724153	0.215318774058305	48.9745699117419	Promoter	TRUE	LOC_00002456
chr28	23150962	23151312	351	13	0.322460133484331	0.558565285694163	-0.236105152209832	-48.8249649243152	Intergenic	TRUE	LOC_00020419
chr9	14824736	14825061	326	9	0.336226208008131	0.0746125861125636	0.261613621895568	48.8216576969717	Intergenic	FALSE	LOC_00000221
chr1	47916302	47916497	196	9	0.163322564242391	0.352950115980994	-0.189627551738603	-48.7555720465854	Intergenic	TRUE	LOC_00006253
chr8	24028529	24028869	341	9	0.0766259178077769	0.282490439278672	-0.205864521470895	-48.7502416365316	Intron	TRUE	LOC_00024192
chr3	35116270	35116427	158	9	0.414510042206813	0.12681798025199	0.287692061954822	48.7000515339122	Promoter	TRUE	LOC_00018515
chr8	38653192	38653607	416	8	0.536033976559337	0.222640866633652	0.313393109925685	48.6626454816376	Intron	TRUE	LOC_00024387
chr4	55294768	55294954	187	13	0.203043028081949	0.431165708440907	-0.228122680358958	-48.6382720620766	Intron	TRUE	LOC_00004023
chr8	16621191	16621369	179	8	0.303343031392003	0.0524610177813716	0.250882013610631	48.5367671126071	Intron	FALSE	LOC_00024086
chr10	13476417	13476854	438	9	0.730081834078624	0.450665340569557	0.279416493509067	48.4763682622461	Exon	FALSE	LOC_00017034
chr13	18296539	18296868	330	13	0.434838059016332	0.637825954467811	-0.202987895451479	-48.399306987154	Exon	FALSE	LOC_00010141
chr10	47384782	47386141	1360	9	0.162021240811194	0.563970833386095	-0.401949592574901	-48.2713621571332	Intron	FALSE	LOC_00017430
chr1	91852982	91853226	245	8	0.277899200619485	0.0427553459323305	0.235143854687155	48.0529438310966	Intron	TRUE	LOC_00006809
chr17	19157949	19158289	341	10	0.367784155681252	0.151389156837512	0.21639499884374	48.0383448815473	Intron	TRUE	LOC_00019695
chr14	63307836	63308309	474	13	0.437152319909131	0.695329286728511	-0.25817696681938	-47.9756455671658	Intron	TRUE	LOC_00009859
chr5	40036453	40036649	197	13	0.585676027803375	0.343922742294008	0.241753285509367	47.900552724308	Intergenic	TRUE	LOC_00015541
chr26	11231578	11231866	289	10	0.655992889148118	0.385728904729514	0.270263984418604	47.8767022106879	Intergenic	TRUE	LOC_00017773
chr5	57454068	57454131	64	8	0.759031792508451	0.928038749372975	-0.169006956864524	-47.8077277346547	Exon	TRUE	LOC_00015867
chr16	9609467	9609718	252	11	0.4185125511395	0.179714808413821	0.238797742725679	47.7795729919868	Intron	FALSE	LOC_00004880
chr6	14858384	14858487	104	9	0.165148779123244	0.0061127117743	0.159036067348944	47.7335140668583	Intron	TRUE	LOC_00007445
chr14	33770486	33770778	293	9	0.432610499358461	0.130363279863106	0.302247219495355	47.582097610805	Intergenic	TRUE	LOC_00009449
chr27	9688119	9688253	135	8	0.174021031172537	0.339756205201701	-0.165735174029165	-47.554359753161	Intron	FALSE	LOC_00024872
chr3	56247404	56247931	528	11	0.537771402481353	0.765018005408465	-0.227246602927112	-47.5466566932686	Intron	FALSE	LOC_00018860
chr6	13425959	13426186	228	11	0.568284469524431	0.347723948744543	0.220560520779888	47.3460973165813	Intergenic	TRUE	LOC_00007425
chr24	6148486	6148728	243	10	0.535870098473878	0.770952582055438	-0.23508248358156	-47.1331759645316	Intron	TRUE	LOC_00016357
chr13	53510925	53511105	181	10	0.64950875569529	0.339248249234038	0.310260506461251	47.0650196365593	Intron	TRUE	XLOC_017797U_lncRNA
chr26	13193269	13193554	286	13	0.253941548969788	0.488604988877656	-0.234663439907868	-47.0161502937713	Intron	TRUE	LOC_00017804
chr1	116728556	116728951	396	9	0.335189103898298	0.668854806035887	-0.333665702137589	-46.9366464013528	Intron	TRUE	LOC_00007120
chr31	18639525	18639770	246	10	0.312746377571077	0.0769457628725233	0.235800614698554	46.9300878893209	Intron	TRUE	LOC_00010974
chr5	7924582	7925041	460	9	0.311063266645726	0.598387785805542	-0.287324519159816	-46.9035833885603	Intron	FALSE	LOC_00015023
chr2	41781202	41781647	446	10	0.342962607353567	0.581410096461353	-0.238447489107786	-46.8974452065441	Intron	TRUE	LOC_00013628
chr1	97178246	97178337	92	9	0.187241613086589	0.00968791436078065	0.177553698725808	46.8149878243319	Intron	TRUE	LOC_00006896
chr1	20809742	20810073	332	8	0.368676628156492	0.0603810264317575	0.308295601724734	46.6707508972707	Intergenic	TRUE	LOC_00005863
chr21	10497958	10498044	87	9	0.159678499198182	0.00744262003215374	0.152235879166028	46.4516036392028	Intergenic	TRUE	LOC_00012483
chr2	38784688	38784933	246	12	0.51480141693832	0.724562026877654	-0.209760609939334	-46.4398563561152	Intron	TRUE	LOC_00013591
chr1	57727550	57727801	252	11	0.520014451364417	0.257389517537183	0.262624933827234	46.3973082971307	Intron	TRUE	LOC_00006385
chr1	19857198	19857561	364	9	0.564673701313862	0.286192551613457	0.278481149700404	46.2916956133989	Intron	TRUE	XLOC_012513U_lncRNA
chr22	21717683	21718169	487	9	0.0921724287414616	0.422369823955464	-0.330197395214003	-46.2622937068278	Intergenic	TRUE	LOC_00008537
chr1	114242642	114243218	577	9	0.413770162334709	0.696512699480972	-0.282742537146264	-46.18900920946	Intergenic	FALSE	LOC_00007079
chr23	43760407	43760970	564	9	0.409055864516701	0.712492806934668	-0.303436942417967	-46.1788672892276	Intergenic	FALSE	LOC_00011680
chr13	21894444	21894662	219	9	0.145486774130297	0.51664645878294	-0.371159684652643	-46.1350228432348	Intron	TRUE	LOC_00010201
chr31	7105422	7105486	65	7	0.224817844244127	0.0427844738501584	0.182033370393968	45.8262385676952	Intron	TRUE	LOC_00010811
chr31	11190223	11190546	324	9	0.155968440801438	0.368420368372782	-0.212451927571344	-45.8244740833405	Exon	FALSE	LOC_00010868
