motif_id	motif_name	tf_class	region_type	n_hits	n_genes	mean_score	mean_dist
MA2147.1	nsy-7	Paired-related HD factors	promoter	11892	11892		-1000.51522031618
MA2148.1	odd-2	More than 3 adjacent zinc fingers	promoter	3853	3853		-1000.51258759408
MA2149.1	odr-7	RXR-related receptors (NR2)	promoter	6821	6821		-1000.51502712212
MA2150.1	pag-3	More than 3 adjacent zinc fingers	promoter	24896	24896		-1000.50895726221
MA2151.1	pax-2	Paired domain only	promoter	3087	3087		-1000.50210560415
MA2152.1	ref-1	Hairy-related factors	promoter	3088	3088		-1000.5100388601
MA2153.1	sex-1	Thyroid hormone receptor-related factors (NR1)	promoter	4794	4794		-1000.5060492282
MA2154.1	snai-1	More than 3 adjacent zinc fingers	promoter	5471	5471		-1000.50758545056
MA2155.1	sptf-3	Three-zinc finger Kruppel-related	promoter	4670	4670		-1000.50256959315
MA2156.1	xbp-1	XBP-1-related factors	promoter	3326	3326		-1000.51322910403
MA2157.1	atfs-1	ATF-4-related	promoter	4898	4898		-1000.51020824826
MA2158.1	ceh-14	HD-LIM	promoter	3175	3175		-1000.50488188976
MA2159.1	ceh-36	Paired-related HD factors	promoter	11476	11476		-1000.52213314744
MA2160.1	ceh-39	HD-CUT	promoter	2247	2247		-1000.50378282154
MA2161.1	ceh-43	NK	promoter	10649	10649		-1000.51713775941
MA2162.1	ceh-60	TALE-type homeo domain factors	promoter	4345	4345		-1000.50609896433
MA2163.1	cnd-1	Tal-related	promoter	5145	5145		-1000.51156462585
MA2164.1	egl-27	C4-GATA-related	promoter	4499	4499		-1000.51433651923
MA2165.1	elt-1	C4-GATA-related	promoter	2862	2862		-1000.51153039832
MA2166.1	ets-7	Ets-related	promoter	4052	4052		-1000.50789733465
MA2167.1	fkh-3	FOX	promoter	4436	4436		-1000.51375112714
MA2168.1	hif-1	PAS domain factors	promoter	2924	2924		-1000.52086183311
MA2169.1	hsf-1	HSF factors	promoter	3395	3395		-1000.51281296024
MA2170.1	lin-32	Tal-related	promoter	5831	5831		-1000.50162922312
MA2171.1	lsl-1	More than 3 adjacent zinc fingers	promoter	3596	3596		-1000.50723025584
MA2172.1	mdl-1	bHLH-ZIP	promoter	6181	6181		-1000.51124413525
MA2173.1	mef-2	Regulators of differentiation	promoter	11767	11767		-1000.50939066882
MA2174.1	mls-2	NK	promoter	961	961		-1000.52653485952
MA2175.1	mxl-1	bHLH-ZIP	promoter	2751	2751		-1000.50636132316
MA2176.1	mxl-3	bHLH-ZIP	promoter	2736	2736		-1000.50804093567
MA2177.1	nfya-1	Heteromeric CCAAT-binding	promoter	4739	4739		-1000.51044524161
MA2178.1	sta-1	STAT factors	promoter	4405	4405		-1000.50942111237
MA2179.1	ceh-10	Paired-related HD factors	promoter	6810	6810		-1000.51336270191
MA2180.1	F10B5.3	Three-zinc finger Kruppel-related	promoter	5326	5326		-1000.51107773188
MA2181.1	lsy-2	More than 3 adjacent zinc fingers	promoter	3639	3639		-1000.50865622424
MA2182.1	nfi-1	Nuclear factor 1	promoter	2982	2982		-1000.50503018109
MA2183.1	nhr-33	RXR-related receptors (NR2)	promoter	3667	3667		-1000.50913553313
MA2184.1	sox-3	SOX-related factors	promoter	5476	5476		-1000.51132213294
MA2185.1	tbx-37	TBX6-related factors	promoter	5564	5564		-1000.51401869159
MA2186.1	tbx-38	TBX6-related factors	promoter	5453	5453		-1000.51201173666
MA2187.1	ztf-6	Factors with multiple dispersed zinc fingers	promoter	5950	5950		-1000.50823529412
MA2188.1	acj6	POU domain factors	promoter	2374	2374		-1000.5
MA2189.1	Adf1	More than 3 adjacent zinc fingers	promoter	2709	2709		-1000.50867478774
MA2190.1	Aef1	More than 3 adjacent zinc fingers	promoter	7928	7928		-1000.51791120081
MA2191.1	amos	Tal-related	promoter	4453	4453		-1000.50348079946
MA2192.1	Atf-2	Jun-related	promoter	3800	3800		-1000.51763157895
MA2193.1	Atf3	Fos-related	promoter	3605	3605		-1000.50818307906
MA2194.1	Atf6	Jun-related	promoter	3678	3678		-1000.50652528548
MA2195.1	ato	Tal-related	promoter	4783	4783		-1000.51662136734
MA2196.1	bigmax	bHLH-ZIP	promoter	3657	3657		-1000.51599671862
MA2197.1	bin	FOX	promoter	13110	13110		-1000.50846681922
MA2198.1	Blimp-1	More than 3 adjacent zinc fingers	promoter	5386	5386		-1000.50686966209
MA2199.1	bowl	More than 3 adjacent zinc fingers	promoter	4776	4776		-1000.51381909548
MA2200.1	bs	Responders to external signals (SRF/RLM1)	promoter	2647	2647		-1000.5126558368
MA2201.1	Bteb2	Three-zinc finger Kruppel-related	promoter	3682	3682		-1000.5143943509
MA2202.1	byn	Brachyury-related factors	promoter	4104	4104		-1000.50536062378
MA2203.1	CG12605	More than 3 adjacent zinc fingers	promoter	4877	4877		-1000.51773631331
MA2204.1	CG4360	More than 3 adjacent zinc fingers	promoter	10552	10552		-1000.50966641395
MA2205.1	CG7928	More than 3 adjacent zinc fingers	promoter	5663	5663		-1000.50768144093
MA2206.1	CHES-1-like	FOX	promoter	7454	7454		-1000.51797692514
MA2207.1	ci	More than 3 adjacent zinc fingers	promoter	6871	6871		-1000.50050938728
MA2208.1	crc	ATF-4-related factors	promoter	3066	3066		-1000.51272015656
MA2209.1	CrebA	CREB-related factors	promoter	2100	2100		-1000.51047619048
MA2210.1	CrebB	CREB-related factors	promoter	2614	2614		-1000.50765110941
MA2211.1	croc	FOX	promoter	5667	5667		-1000.51949885301
MA2212.1	dar1	Three-zinc finger Kruppel-related	promoter	5905	5905		-1000.51227773074
MA2213.1	Dif	NF-kappaB-related factors	promoter	2270	2270		-1000.53568281938
MA2214.1	dimm	Tal-related	promoter	2401	2401		-1000.52644731362
MA2215.1	dm	bHLH-ZIP	promoter	3982	3982		-1000.50401808137
MA2216.1	Doc2	TBX6-related factors	promoter	3803	3803		-1000.49723902183
MA2217.1	dpn	Hairy-related factors	promoter	4899	4899		-1000.49948969177
MA2218.1	dsf	RXR-related receptors (NR2)	promoter	6638	6638		-1000.51747514312
MA2219.1	E(spl)m3-HLH	Hairy-related factors	promoter	4021	4021		-1000.51678686894
MA2220.1	E(spl)mbeta-HLH	Hairy-related factors	promoter	3554	3554		-1000.51322453573
MA2221.1	E(spl)mdelta-HLH	Hairy-related factors	promoter	3118	3118		-1000.51828094933
MA2222.1	E(spl)mgamma-HLH	Hairy-related factors	promoter	2824	2824		-1000.51628895184
MA2223.1	EcR	Thyroid hormone receptor-related factors (NR1)	promoter	2169	2169		-1000.50253573075
MA2224.1	Eip75B	Thyroid hormone receptor-related factors (NR1)	promoter	4341	4341		-1000.50932964755
MA2225.1	erm	More than 3 adjacent zinc fingers	promoter	7121	7121		-1000.51130459205
MA2226.1	ERR	Steroid hormone receptors (NR3)	promoter	4144	4144		-1000.50796332046
MA2227.1	esg	More than 3 adjacent zinc fingers	promoter	4854	4854		-1000.50412031314
MA2228.1	Ets65A	Ets-related	promoter	3430	3430		-1000.50670553936
MA2229.1	Ets96B	Ets-related	promoter	3604	3604		-1000.51859045505
MA2230.1	Ets97D	Ets-related	promoter	4238	4238		-1000.50589900897
MA2231.1	Ets98B	Ets-related	promoter	2247	2247		-1000.50734312417
MA2232.1	fd59A	FOX	promoter	9205	9205		-1000.50961434003
MA2233.1	Fer1	Tal-related	promoter	4831	4831		-1000.51210929414
MA2234.1	Fer2	Tal-related	promoter	5163	5163		-1000.51791594034
MA2235.1	FoxL1	FOX	promoter	4485	4485		-1000.51170568562
MA2236.1	foxo	FOX	promoter	4652	4652		-1000.51612209802
MA2237.1	FoxP	FOX	promoter	7448	7448		-1000.51329215897
MA2238.1	GATAe	C4-GATA-related	promoter	2717	2717		-1000.5023923445
MA2239.1	gsb	Paired plus homeo domain	promoter	2862	2862		-1000.49545772187
MA2240.1	Hey	Hairy-related factors	promoter	6181	6181		-1000.51124413525
MA2241.1	HLH4C	Tal-related	promoter	3823	3823		-1000.52811927805
MA2242.1	Hnf4	RXR-related receptors (NR2)	promoter	5003	5003		-1000.50769538277
MA2243.1	Hr38	NGFI-B-related receptors (NR4)	promoter	6964	6964		-1000.5066053992
MA2244.1	Hr39	GCNF-related receptors (NR6)	promoter	4453	4453		-1000.51156523692
MA2245.1	Hr78	RXR-related receptors (NR2)	promoter	4037	4037		-1000.50260094129
MA2246.1	Jra	Jun-related	promoter	2588	2588		-1000.52511591963
MA2247.1	Kah	More than 3 adjacent zinc fingers	promoter	5353	5353		-1000.50999439567
MA2248.1	kay	Fos-related	promoter	1879	1879		-1000.51410324641
MA2249.1	ken	Other factors with up to three adjacent zinc fingers	promoter	5361	5361		-1000.50345084872
MA2250.1	klu	More than 3 adjacent zinc fingers	promoter	6461	6461		-1000.51261414642
MA2251.1	knrl	Thyroid hormone receptor-related factors (NR1)	promoter	3713	3713		-1000.52410449771
MA2252.1	lmd	More than 3 adjacent zinc fingers	promoter	7667	7667		-1000.50736924482
MA2253.1	luna	Three-zinc finger Kruppel-related	promoter	6046	6046		-1000.50711214026
MA2254.1	lz	Runt-related factors	promoter	4602	4602		-1000.51238591917
MA2255.1	Max	bHLH-ZIP	promoter	3982	3982		-1000.50401808137
MA2256.1	mid	TBX1-related factors	promoter	3441	3441		-1000.49433304272
MA2257.1	Mitf	bHLH-ZIP	promoter	3455	3455		-1000.51461649783
MA2258.1	Mnt	bHLH-ZIP	promoter	3446	3446		-1000.50696459663
MA2259.1	org-1	TBX1-related factors	promoter	3418	3418		-1000.4961966062
MA2260.1	pdm3	POU domain factors	promoter	2975	2975		-1000.50789915966
MA2261.1	phol	More than 3 adjacent zinc fingers	promoter	6422	6422		-1000.51027717222
MA2262.1	pnt	Ets-related	promoter	4332	4332		-1000.51823638042
MA2263.1	Poxm	Paired domain only	promoter	3084	3084		-1000.51329442283
MA2264.1	Rel	NF-kappaB-related factors	promoter	3643	3643		-1000.52292066978
MA2265.1	retn	ARID-related	promoter	14584	14584		-1000.51227372463
MA2266.1	Rfx	RFX-related factors	promoter	2934	2934		-1000.5081799591
MA2267.1	rib	Other factors with up to three adjacent zinc fingers	promoter	5531	5531		-1000.50009039957
MA2268.1	sage	TALE-type homeo domain factors	promoter	6114	6114		-1000.51079489696
MA2269.1	sc	MyoD/ASC-related factors	promoter	3857	3857		-1000.50894477573
MA2270.1	scrt	More than 3 adjacent zinc fingers	promoter	5755	5755		-1000.51381407472
MA2271.1	sens	More than 3 adjacent zinc fingers	promoter	5142	5142		-1000.50466744457
MA2272.1	slp2	FOX	promoter	5040	5040		-1000.52361111111
MA2273.1	Sox102F	SOX-related factors	promoter	4049	4049		-1000.51420103729
MA2274.1	Sox14	SOX-related factors	promoter	7773	7773		-1000.50238003345
MA2275.1	Sox15	SOX-related factors	promoter	5842	5842		-1000.51557685724
MA2276.1	Sox21a	SOX-related factors	promoter	5147	5147		-1000.52069166505
MA2277.1	Sox21b	SOX-related factors	promoter	5635	5635		-1000.52369121562
MA2278.1	SoxN	SOX-related factors	promoter	4921	4921		-1000.52489331437
MA2279.1	Sp1	Three-zinc finger Kruppel-related	promoter	4821	4821		-1000.50404480398
MA2280.1	Spps	Three-zinc finger Kruppel-related	promoter	6201	6201		-1000.50120948234
MA2281.1	SREBP	bHLH-ZIP	promoter	3059	3059		-1000.51683556718
MA2282.1	SREBP	bHLH-ZIP	promoter	4124	4124		-1000.51721629486
MA2283.1	srp	C4-GATA-related	promoter	3913	3913		-1000.49680552006
MA2284.1	ss	PAS domain factors	promoter	4835	4835		-1000.51147880041
MA2285.1	sug	More than 3 adjacent zinc fingers	promoter	4899	4899		-1000.51112471933
MA2286.1	svp	RXR-related receptors (NR2)	promoter	4846	4846		-1000.50949236484
MA2287.1	TfAP-2	AP-2	promoter	2155	2155		-1000.51090487239
MA2288.1	tj	Maf-related	promoter	4340	4340		-1000.50506912442
MA2289.1	toy	Paired plus homeo domain	promoter	3637	3637		-1000.51993401155
MA2290.1	Usf	bHLH-ZIP	promoter	4955	4955		-1000.50575176589
MA2291.1	vri	CEBP-related	promoter	3204	3204		-1000.51498127341
MA2292.1	wor	More than 3 adjacent zinc fingers	promoter	5378	5378		-1000.51413164745
MA2293.1	Xbp1	XBP-1-related factors	promoter	3215	3215		-1000.52223950233
MA2294.1	Xrp1	""	promoter	2967	2967		-1000.50219076508
MA2295.1	ac	MyoD/ASC-related factors	promoter	3879	3879		-1000.50141789121
MA2296.1	aop	Ets-related	promoter	2872	2872		-1000.51810584958
MA2297.1	BtbVII	More than 3 adjacent zinc fingers	promoter	8340	8340		-1000.51798561151
MA2298.1	CG3065	Three-zinc finger Kruppel-related	promoter	6028	6028		-1000.5101194426
MA2299.1	CG4854	More than 3 adjacent zinc fingers	promoter	5082	5082		-1000.50531286895
MA2300.1	CG8319	More than 3 adjacent zinc fingers	promoter	4973	4973		-1000.50351900261
MA2301.1	clk	PAS domain factors	promoter	2361	2361		-1000.51588310038
MA2302.1	Crg-1	FOX	promoter	7847	7847		-1000.50707276666
MA2303.1	crp	bHLH-ZIP	promoter	3020	3020		-1000.51589403974
MA2304.1	cwo	Hairy-related factors	promoter	1676	1676		-1000.50954653938
MA2305.1	cyc	PAS domain factors	promoter	2806	2806		-1000.51247327156
MA2306.1	D1	HMGA	promoter	9108	9108		-1000.51295564339
MA2307.1	D19B	More than 3 adjacent zinc fingers	promoter	2853	2853		-1000.50858745181
MA2308.1	da	E2A	promoter	9413	9413		-1000.51875066398
MA2309.1	ewg	Jun-related	promoter	2300	2300		-1000.52565217391
MA2310.1	fru	Factors with multiple dispersed zinc fingers	promoter	3754	3754		-1000.5178476292
MA2311.1	ftz-f1	FTZF1related(NR5A)	promoter	3019	3019		-1000.52202716131
MA2312.1	grn	C4-GATA-related	promoter	6378	6378		-1000.50423330198
MA2313.1	hng1	More than 3 adjacent zinc fingers	promoter	900	900		-1000.53
MA2314.1	hr3	Thyroid hormone receptor-related factors (NR1)	promoter	4570	4570		-1000.51531728665
MA2315.1	insv	""	promoter	1702	1702		-1000.47708578143
MA2316.1	l(3)neo38	Three-zinc finger Kruppel-related	promoter	8675	8675		-1000.51469740634
MA2317.1	nau	MyoD/ASC-related factors	promoter	9413	9413		-1000.51875066398
MA2318.1	pita	More than 3 adjacent zinc fingers	promoter	3866	3866		-1000.50336264873
MA2319.1	run	Runt-related factors	promoter	2793	2793		-1000.50161117078
MA2320.1	Sox100B	SOX-related factors	promoter	1846	1846		-1000.50975081257
MA2321.1	tx	Tal-related	promoter	9413	9413		-1000.51875066398
MA2322.1	ZIPIC	More than 3 adjacent zinc fingers	promoter	6229	6229		-1000.51773960507
MA2323.1	Pgr	Steroid hormone receptors (NR3)	promoter	4410	4410		-1000.50861678005
MA2324.1	BCL11A	Factors with multiple dispersed zinc fingers	promoter	6678	6678		-1000.50883498053
MA2325.1	EPAS1	PAS domain factors	promoter	2244	2244		-1000.50401069519
MA2326.1	IKZF2	Factors with multiple dispersed zinc fingers	promoter	17729	17729		-1000.51119634497
MA2327.1	PGR	Steroid hormone receptors (NR3)	promoter	3126	3126		-1000.52911068458
MA2328.1	ZBED4	BED zinc finger factors	promoter	4353	4353		-1000.50976338158
MA2329.1	ZBTB11	More than 3 adjacent zinc fingers	promoter	5050	5050		-1000.51128712871
MA2330.1	ZBTB24	More than 3 adjacent zinc fingers	promoter	4583	4583		-1000.50970979708
MA2331.1	ZNF157	More than 3 adjacent zinc fingers	promoter	4372	4372		-1000.5054894785
MA2332.1	ZNF175	More than 3 adjacent zinc fingers	promoter	5273	5273		-1000.51488716101
MA2333.1	ZNF35	More than 3 adjacent zinc fingers	promoter	6189	6189		-1000.51155275489
MA2334.1	ZNF547	More than 3 adjacent zinc fingers	promoter	4171	4171		-1000.50803164709
MA2335.1	ZNF558	More than 3 adjacent zinc fingers	promoter	10757	10757		-1000.51203867249
MA2336.1	ZSCAN21	More than 3 adjacent zinc fingers	promoter	5719	5719		-1000.50603252317
MA2337.1	Nr1h3	Thyroid hormone receptor-related factors (NR1)	promoter	14467	14467		-1000.50846754683
MA2338.1	Ppara	Thyroid hormone receptor-related factors (NR1)	promoter	4846	4846		-1000.50949236484
MA2339.1	Nanog	NK	promoter	5516	5516		-1000.50833937636
MA2340.1	Zbtb2	Factors with multiple dispersed zinc fingers	promoter	4471	4471		-1000.50592708566
MA2341.1	FEZF2	More than 3 adjacent zinc fingers	promoter	4658	4658		-1000.51567196222
MA0529.3	BEAF-32	Zinc finger, BED-type	promoter	463	463		-1000.49892008639
MA0010.2	br	Other factors with up to three adjacent zinc fingers	promoter	9401	9401		-1000.5095202638
MA0011.2	br	Other factors with up to three adjacent zinc fingers	promoter	20079	20079		-1000.51147965536
MA0012.2	br	Other factors with up to three adjacent zinc fingers	promoter	4156	4156		-1000.50505293551
MA0443.2	btd	Other factors with up to three adjacent zinc fingers	promoter	5745	5745		-1000.51018276762
MA0015.2	Cf2	Factors with multiple dispersed zinc fingers	promoter	5606	5606		-1000.50874063503
MA0184.2	CG9876	Paired-related HD factors	promoter	15017	15017		-1000.5119531198
MA0530.2	cnc::maf-S	Jun-related	promoter	4230	4230		-1000.49739952719
MA0531.2	CTCF	More than 3 adjacent zinc fingers	promoter	4718	4718		-1000.51865197117
MA0185.2	Deaf1	DEAF	promoter	22756	22756		-1000.50971172438
MA1455.2	dmrt99B	DMRT factors	promoter	4290	4290		-1000.51048951049
MA1456.2	Dref	BED zinc finger factors	promoter	588	588		-1000.51020408163
MA1836.2	dsx	DMRT factors	promoter	9344	9344		-1000.52193921233
MA0915.2	dve	HD-CUT	promoter	11476	11476		-1000.52213314744
MA0189.2	E5	NK	promoter	15017	15017		-1000.5119531198
MA1837.2	Elba1	""	promoter	4693	4693		-1000.51544854038
MA1838.2	Elba2	""	promoter	4693	4693		-1000.51544854038
MA0222.2	exd	TALE-type homeo domain factors	promoter	9614	9614		-1000.51445808196
MA1839.2	GATAd	C4-GATA-related	promoter	6378	6378		-1000.50423330198
MA1840.2	gcm	GCM	promoter	2495	2495		-1000.51102204409
MA1457.2	grh	Grainyhead-related factors	promoter	3851	3851		-1000.51311347702
MA1458.2	Hsf	HSF factors	promoter	3459	3459		-1000.51055218271
MA1841.2	kn	EBF-related	promoter	4210	4210		-1000.51116389549
MA0451.2	kni	Thyroid hormone receptor-related factors (NR1)	promoter	4664	4664		-1000.52358490566
MA0452.3	Kr	More than 3 adjacent zinc fingers	promoter	4273	4273		-1000.50245728996
MA0195.2	Lim3	HD-LIM	promoter	15017	15017		-1000.5119531198
MA1459.2	M1BP	More than 3 adjacent zinc fingers	promoter	4301	4301		-1000.51406649616
MA0197.3	nub	POU domain factors	promoter	4881	4881		-1000.50153657038
MA0126.2	ovo	More than 3 adjacent zinc fingers	promoter	2873	2873		-1000.50400278455
MA1702.2	Pdp1	CEBP-related	promoter	2506	2506		-1000.51276935355
MA0457.2	PHDP	Paired-related HD factors	promoter	20772	20772		-1000.51015790487
MA1460.2	pho	More than 3 adjacent zinc fingers	promoter	2684	2684		-1000.49217585693
MA0536.2	pnr	C4-GATA-related	promoter	1144	1144		-1000.50874125874
MA0200.2	Pph13	Paired-related HD factors	promoter	15017	15017		-1000.5119531198
MA0239.2	prd	""	promoter	2873	2873		-1000.50400278455
MA0243.2	sd	TEF-1-related factors	promoter	4830	4830		-1000.50641821946
MA0458.2	slp1	FOX	promoter	6380	6380		-1000.51347962382
MA0086.3	sna	More than 3 adjacent zinc fingers	promoter	5324	5324		-1000.50713749061
MA0532.2	Stat92E	STAT factors	promoter	4414	4414		-1000.50792931581
MA1461.2	sv	Paired domain only	promoter	4105	4105		-1000.51059683313
MA0247.3	tin	Homeo	promoter	4460	4460		-1000.51726457399
MA0205.3	Trl	More than 3 adjacent zinc fingers	promoter	8241	8241		-1000.50734134207
MA0249.3	twi	Tal-related	promoter	6835	6835		-1000.50753474762
MA0094.3	Ubx	HOX	promoter	10464	10464		-1000.51165902141
MA0016.2	usp	RXR-related receptors (NR2)	promoter	4782	4782		-1000.5052279381
MA1462.2	vfl	More than 3 adjacent zinc fingers	promoter	4388	4388		-1000.51253418414
MA0252.2	vis	TALE-type homeo domain factors	promoter	24914	24914		-1000.50935217147
MA0255.2	z	""	promoter	5534	5534		-1000.51391398627
MA0257.2	zen2	HOX	promoter	15017	15017		-1000.5119531198
MA1438.2	atf-7	Jun-related	promoter	4823	4823		-1000.51503213767
MA1444.2	cebp-1	CEBP-related	promoter	3133	3133		-1000.51867219917
MA0264.2	ceh-22	NK	promoter	4655	4655		-1000.51063372718
MA1699.2	ceh-38	HD-CUT	promoter	7423	7423		-1000.50478243298
MA0921.2	ceh-48	HD-CUT	promoter	24895	24895		-1000.50974091183
MA0538.2	daf-12	C4-GATA-related	promoter	7887	7887		-1000.51096741473
MA1446.2	daf-16	FOX	promoter	6564	6564		-1000.524527727
MA0919.2	dsc-1	Paired-related HD factors	promoter	15017	15017		-1000.5119531198
MA0541.2	efl-1	E2F	promoter	3736	3736		-1000.50508565311
MA1701.2	elt-2	C4-GATA-related	promoter	2553	2553		-1000.49353701528
MA1439.2	elt-6	C4-GATA-related	promoter	19390	19390		-1000.51242908716
MA0543.2	eor-1	More than 3 adjacent zinc fingers	promoter	15245	15245		-1000.50606756314
MA0920.2	fkh-2	FOX	promoter	13110	13110		-1000.50846681922
MA0545.2	hlh-1	MyoD/ASC-related factors	promoter	5494	5494		-1000.51164907171
MA1449.2	hlh-30	bHLH-ZIP	promoter	2726	2726		-1000.52237710932
MA0923.2	lim-4	HD-LIM	promoter	10464	10464		-1000.51165902141
MA1441.2	lim-7	HD-LIM	promoter	20772	20772		-1000.51015790487
MA1450.2	lin-54	""	promoter	5256	5256		-1000.50171232877
MA1703.2	pqm-1	Factors with multiple dispersed zinc fingers	promoter	3001	3001		-1000.51949350217
MA0547.2	skn-1	Jun-related	promoter	8616	8616		-1000.50615134633
MA0925.2	sma-4	SMAD factors	promoter	6836	6836		-1000.50965476887
MA1443.2	unc-30	Paired-related HD factors	promoter	11476	11476		-1000.52213314744
MA0918.2	unc-62	TALE-type homeo domain factors	promoter	5208	5208		-1000.508640553
MA0928.2	zfh-2	HD-ZF factors	promoter	3171	3171		-1000.50078839483
MA1704.2	zip-8	Jun-related	promoter	3338	3338		-1000.51318154584
MA1843.2	AP4	bHLH-ZIP	promoter	3255	3255		-1000.53149001536
